Manufacture,Type,Engine,Controllers,SPN,FMI,Code
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1505,10,Automatic Header Sensitivity Adjustment Abnormal Rate Of Change
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1505,11,Automatic Header Sensitivity Adjustment Root Cause Not Known
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1505,12,Automatic Header Sensitivity Adjustment Bad Intelligent Device Or Component
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1505,13,Automatic Header Sensitivity Adjustment Out Of Calibration
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1505,14,Automatic Header Sensitivity Adjustment Special Instructions
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1505,15,Automatic Header Sensitivity Adjustment Data Valid But Above Normal Operating Range - Least Severe Level
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1505,17,Automatic Header Sensitivity Adjustment Data Valid But Below Normal Operating Range - Least Severe Level
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1505,18,Automatic Header Sensitivity Adjustment Data Valid But Below Normal Operating Range - Moderately Severe Level
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1505,19,Automatic Header Sensitivity Adjustment Received Network Data In Error
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1513,1,Rightmost Separator Grain Loss Data Valid But Below Normal Operational Range - Most Severe Level
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1513,4,"Rightmost Separator Grain Loss Voltage Below Normal, Or Shorted To Low Source"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1513,5,Rightmost Separator Grain Loss Current Below Normal Or Open Circuit
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1513,6,Rightmost Separator Grain Loss Current Above Normal Or Grounded Circuit
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1513,7,Rightmost Separator Grain Loss Mechanical System Not Responding Or Out Of Adjustment
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1513,8,Rightmost Separator Grain Loss Abnormal Frequency Or Pulse Width Or Period
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1513,9,Rightmost Separator Grain Loss Abnormal Update Rate
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1513,10,Rightmost Separator Grain Loss Abnormal Rate Of Change
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1513,11,Rightmost Separator Grain Loss Root Cause Not Known
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1513,13,Rightmost Separator Grain Loss Out Of Calibration
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1513,14,Rightmost Separator Grain Loss Special Instructions
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1513,15,Rightmost Separator Grain Loss Data Valid But Above Normal Operating Range - Least Severe Level
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1513,16,Rightmost Separator Grain Loss Data Valid But Above Normal Operating Range - Moderately Severe Level
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1513,17,Rightmost Separator Grain Loss Data Valid But Below Normal Operating Range - Least Severe Level
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1513,18,Rightmost Separator Grain Loss Data Valid But Below Normal Operating Range - Moderately Severe Level
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1513,31,Rightmost Separator Grain Loss Not Available Or Condition Exists
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1514,1,Leftmost Separator Grain Loss Data Valid But Below Normal Operational Range - Most Severe Level
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1521,31,Header Tilt Left Valve Drive Not Available Or Condition Exists
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1522,0,Header Tilt Right Valve Drive Data Valid But Above Normal Operational Range - Most Severe Level
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1522,1,Header Tilt Right Valve Drive Data Valid But Below Normal Operational Range - Most Severe Level
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1522,2,"Header Tilt Right Valve Drive Data Erratic, Intermittent, Or Incorrect"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1529,31,Header Lift Cylinder Accumulator Shutoff Valve Drive Not Available Or Condition Exists
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1530,1,Unloading Auger Flow Bypass Valve Drive Data Valid But Below Normal Operational Range - Most Severe Level
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1530,10,Unloading Auger Flow Bypass Valve Drive Abnormal Rate Of Change
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1530,14,Unloading Auger Flow Bypass Valve Drive Special Instructions
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1530,18,Unloading Auger Flow Bypass Valve Drive Data Valid But Below Normal Operating Range - Moderately Severe Level
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1563,14,Detect Unwanted ECU Change: Incompatible Monitor/Controller Special Instructions; Detect unwanted ECU exchange
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1569,31,Engine Protection Torque Derate Not Available Or Condition Exists
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1590,9,Adaptive Cruise Control Message Not Received
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1590,19,Adaptive Cruise Control - General Error
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1592,9,J1939 HRW Message from ABS is missing (HRW not received in case newAMT Transmission used)
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1592,13,J1939 HRW Wheel Speed Signal Missing (HRW received but at least one signal not available)
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1592,19,J1939 HRW Wheel Speed Signal Erroneous (HRW received but at least one signal erroneous)
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1593,31,"Front Axle, Right Wheel Speed Not Available Or Condition Exists"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1623,9,J1939 Tachograph Output Shaft Speed Signal is erratic = undefined value but not SNA
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1623,13,J1939 Tachograph Output Shaft Speed Signal is missing or not available = SNA (signal not available)
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1624,2,"MU_CPC_32: Tachograph vehicle speed Data Erratic, Intermittent Or Incorrect; CPC 2 Fault"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1624,3,"MU_CPC_33: Tachograph vehicle speed Voltage Above Normal, Or Shorted To High Source; CPC 2 Fault"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1624,4,"MU_CPC_34: Tachograph vehicle speed Voltage Below Normal, Or Shorted To Low Source; CPC 2 Fault"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1624,9,J1939 TCO1 Message is missing or not available
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1624,13,J1939 Tachograph Vehicle Speed Signal is missing or not available = SNA (signal not available) + J1939 TCO1 speed sensor selected
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1624,19,J1939 Tachograph Vehicle Speed Signal is erractic = undefined value but not SNA + J1939 TCO1 speed sensor selected
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1636,0,Charge Air Cooler Low Efficiency: Engine Intake Manifold 1 Air Temperature (High Resolution) Data Valid But Above Normal Operational Range - Most Severe Level; Charge cooler fail high by detecting a high intake manifold temperature
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1636,2,"Difference Intake Manifold and Icooler Temperature Out Less Than Threshold (Low Box): Engine Intake Manifold 1 Air Temperature (High Resolution) Data Erratic, Intermittent Or Incorrect; likely fault in either engine gas-path or component"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1636,3,"Intake Manifold Temperature Circuit Failed High: Engine Intake Manifold 1 Air Temperature (High Resolution) Voltage Above Normal, Or Shorted To High Source; Intake Manifold Temperature Circuit Failed High"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1636,4,"Intake Manifold Temperature Circuit Failed Low: Engine Intake Manifold 1 Air Temperature (High Resolution) Voltage Below Normal, Or Shorted To Low Source; Intake Manifold Temperature Circuit Failed Low"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1636,10,Intake Manifold Temperature - Signal Spike: Engine Intake Manifold 1 Air Temperature (High Resolution) Abnormal Rate Of Change; sensor gradient error of t_intake
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1636,14,Intake Manifold Temperature Sensor Signal Not Plausible: Engine Intake Manifold 1 Air Temperature (High Resolution) Special Instructions; Rationality fault intake manifold temperature sensor
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1636,16,Charge Air Cooler Efficiency Low: Engine Intake Manifold 1 Air Temperature (High Resolution) Data Valid But Above Normal Operating Range - Moderately Severe Level; CAC efficiency monitor
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1636,20,Intake Manifold Temperature Drift (Low Box): Engine Intake Manifold 1 Air Temperature (High Resolution) Data Drifted High; Intake Air Temperature above threshold
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1636,21,Intake Manifold Temperature Drift (High Box): Engine Intake Manifold 1 Air Temperature (High Resolution) Data Drifted Low; Intake Air Temperature less than threshold
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1637,2,"Coolant Out Temperature Sensor Signal Not Plausible: Engine Coolant Temperature (High Resolution) Data Erratic, Intermittent Or Incorrect; Rationality fault coolant outlet temperature sensor"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1639,1,FAN Clutch Issue - Detection of a faulty fan clutch for fan type 28
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1639,2,"Fan Speed Error: Fan Speed Data Erratic, Intermittent Or Incorrect; Fan speed fault"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1639,16,MU_FAN_ENG_RATE_HIGH_ERR: Fan Speed Data Valid But Above Normal Operating Range - Moderately Severe Level; tbd (Konrad Krieg)
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1639,18,MU_FAN_ENG_RATE_LOW_ERR: Fan Speed Data Valid But Below Normal Operating Range - Moderately Severe Level; tbd (Konrad Krieg)
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1659,7,Coolant Thermostat Failed: Engine Coolant System Thermostat Mechanical System Not Responding Or Out Of Adjustment; Thermostat cool down monitor reports a fault
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1659,17,T coolant low pre fail: FMM_AS_ET_TEST2 Condition Exists; T coolant low pre fail
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1659,18,Thermostat Error Detected: Engine Coolant System Thermostat Data Valid But Below Normal Operating Range - Moderately Severe Level; Engine coolant thermostat monitor
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1659,31,MU_RC4_THERM_STAT_COOL_DWN ghost MU for rate base: FMM_AS_ET_TEST2 Condition Exists; MU_RC4_THERM_STAT_COOL_DWN ghost MU for rate base
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1663,7,Optimized idle prevented from resuming (Safety Loop Faulted)
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1668,9,CAN3 Signal Missing: J1939 Network #4 Abnormal Update Rate; MU_ISP_CAN3_BUSOFF
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1669,9,MU_ISP_CAN4_BUSOFF: MU_ISP_CAN4_BUSOFF resulting in `MDEG&HDEP: Eurostage 4 SEVERE` inducement
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1675,7,Injection Inhibited by Immobilizer (Wrong Key or CAN or EIS Issue): Engine Starter Mode Mechanical System Not Responding Or Out Of Adjustment; Injection disabled by classic immobilizer
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1681,9,J1939 BM Message (Battery Main Switch) is missing
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1693,9,MU_RC4_WG_SLOW_RESPONSE_LB: Engine Turbocharger Wastegate Valve Position Abnormal Update Rate; slow wastegate response low side
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1693,10,Wastegate slow response: Engine Turbocharger Wastegate Valve Position Abnormal Rate Of Change; slow wastegate response high side
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1716,9,J1939 ERC1 Message is missing or not available
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1716,13,Evobus 5stage retarder level calibration not plausible
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1761,1,DEF Tank Level 0 - Empty (Speed Limited): Aftertreatment 1 Diesel Exhaust Fluid Tank Level Data Valid But Below Normal Operational Range - Most Severe Level; level urea tank in zone 0
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1761,2,"DEF Tank Level Sensor Rationality: Aftertreatment 1 Diesel Exhaust Fluid Tank Level Data Erratic, Intermittent Or Incorrect; Rationality check for urea tank level sensor signal"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1761,3,"DEF Tank Level Sensor Circuit Failed High: Aftertreatment 1 Diesel Exhaust Fluid Tank Level Voltage Above Normal, Or Shorted To High Source; Urea tank level singal range failed high"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1761,4,"DEF Tank Level Sensor Circuit Failed Low: Aftertreatment 1 Diesel Exhaust Fluid Tank Level Voltage Below Normal, Or Shorted To Low Source; Urea tank level singal range failed low"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1761,9,DEF tank level signal not available: Aftertreatment 1 Diesel Exhaust Fluid Tank Level Abnormal Update Rate; Urea Tank and Level Sensor Missing CAN Signal
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1761,10,Aftertreatment 1 Diesel Exhaust Fluid Tank Level Sensor - Abnormal Rate of Change
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1761,13,Diesel Exhaust Fluid Tank Level Out Of Calibration: Aftertreatment 1 Diesel Exhaust Fluid Tank Level Out Of Calibration; MU_ISP_SEL_L_UREA_TANK
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1761,14,DEF Tank Level 2 - Very Low: Aftertreatment 1 Diesel Exhaust Fluid Tank Level Special Instructions; level urea tank in zone 2
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1761,17,DEF Level Low: Aftertreatment 1 Diesel Exhaust Fluid Tank Level Data Valid But Below Normal Operating Range - Least Severe Level; MU_SCR_DIA_DEF_LEVEL_LOW
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1761,18,DEF Tank Level 1 - Empty: Aftertreatment 1 Diesel Exhaust Fluid Tank Level Data Valid But Below Normal Operating Range - Moderately Severe Level; level urea tank in zone 1
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1761,31,DEF Tank Level 3 - Low: Aftertreatment 1 Diesel Exhaust Fluid Tank Level Condition Exists; level urea tank in zone 3
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1814,9,J1939 VDC1 Message was not received or has stopped arriving.
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1845,9,J1939 TCFG2 Message is missing or not available
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1908,3,"DEF Air Lock Valve Circuit Failed High: Aux Valve 0 State command Voltage Above Normal, Or Shorted To High Source; Short circuit to UBatterie on function ""am_pwm_air_lock_valve"""
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1908,4,"DEF Air Lock Valve Circuit Failed Low: Aux Valve 0 State command Voltage Below Normal, Or Shorted To Low Source; short circuit to ground on function ""am_pwm_air_lock_valve"""
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,1908,5,"DEF Air Lock Valve Circuit Failed Open: Aux Valve 0 State command Current Below Normal Or Open Circuit; open load on function ""am_pwm_air_lock_valve"""
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2000,9,Lost Communication With a CPC Module: ISP_CPC_CAN Abnormal Update Rate; No communication with CPC
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2000,13,MCM / ACM Freeze Frame Version Incompatible: Source Address 0 Out Of Calibration; check if fmm version received from ACM matches with fmm version defined on MCM
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2003,9,Lost Communication with TCM Module: Source Address 3 Abnormal Update Rate; No communication with TCM
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2011,9,J1939 Message is missing from source address 11 (dec).
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2017,9,J1939 Message is missing from source address 17 (17dec = Cruise Control ECU missing)
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2023,9,J1939 Message is missing from source 23 (23dec = Instrument Cluster ECU missing)
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2025,9,J1939 Message is missing from source 25 (25dec = Passenger-Operator Climate Control ECU missing)
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2033,9,Not Receiving Can Messages From CCU
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2042,9,"J1939 Message is missing from source 42 (42dec = Headway Controller (forward-looking collision warning, collision avoidance, speed Controller, or speed matching) ECU is missing)"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2049,9,J1939 Message is missing from source 49 (49dec = Gab Controller - Primary ECU missing)
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2596,9,J1939 CM1 Message (Maximum Vehicle Speed Limit) is Missing or Not Available
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2623,2,"2-Channel Accelerator Pedal Ã’in-rangeÃ"" fault (AP Ch1 and Ch2 values differ to much)"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2623,8,2-Channel Accelerator Pedal Signal 2 Missing
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2629,3,"Turbo Charger Compressor Outlet Temperature Circuit Failed High: Engine Turbocharger 1 Compressor Outlet Temperature Voltage Above Normal, Or Shorted To High Source; Compressor Outlet Temperature Failed High"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2629,4,"Turbo Charger Compressor Outlet Temperature Circuit Failed Low: Engine Turbocharger 1 Compressor Outlet Temperature Voltage Below Normal, Or Shorted To Low Source; Compressor Outlet Temperature Failed Low"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2629,10,Turbo Charger Compressor Outlet Temperature - Signal Spike: Engine Turbocharger 1 Compressor Outlet Temperature Abnormal Rate Of Change; sensor gradient error of t_comp_out
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2629,20,"Turbo Charger Compressor Outlet Temperature Plausibility Error, Temperature too High (Low Box): Engine Turbocharger 1 Compressor Outlet Temperature Data Drifted High; Compressor Inlet Temperature Failed Low Speed"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2629,21,"Turbo Charger Compressor Outlet Temperature Plausibility Error, Temperature too Low (High Box): Engine Turbocharger 1 Compressor Outlet Temperature Data Drifted Low; Compressor Inlet Temperature Failed High Speed"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2629,31,Turbo Charger Compressor Outlet Temperature Sensor General Temperature Plausibility Error: Engine Turbocharger 1 Compressor Outlet Temperature Condition Exists; Temperature Sensor Plausibility Error Turbocharger Compressor Outlet
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2630,2,"Difference Intake Manifold and Icooler Temperature Out Less Than Threshold (High Box): Engine Charge Air Cooler 1 Outlet Temperature Data Erratic, Intermittent Or Incorrect;"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2630,3,"Charge Air Cooler Outlet Temperature Circuit Failed High: Engine Charge Air Cooler 1 Outlet Temperature Voltage Above Normal, Or Shorted To High Source; Intercooler Temperature Circuit Failed High"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2630,4,"Charge Air Cooler Outlet Temperature Circuit Failed Low: Engine Charge Air Cooler 1 Outlet Temperature Voltage Below Normal, Or Shorted To Low Source; Intercooler Temperature Circuit Failed Low"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2630,10,Charge Air Cooler Outlet Temperature - Signal Spike: Engine Charge Air Cooler 1 Outlet Temperature Abnormal Rate Of Change; sensor gradient error of t_icooler_out
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2630,14,Charge Air Cooler Outlet Temperature Sensor Signal Not Plausible: Engine Charge Air Cooler 1 Outlet Temperature Special Instructions; Rationality fault charge cooler outlet temperature sensor
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2630,15,Cooling Efficency of Icooler too Low - The cooling efficiency of the charge-air cooler is monitored.The monitor checks if the absolute value of the difference between t_comp_out and t_icooler_out is too small
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2630,20,Charge Air Cooler Outlet Temperature Drift (Low Box): Engine Charge Air Cooler 1 Outlet Temperature Data Drifted High; Turbo Charger Outlet Temperature above threshold
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2630,21,Charge Air Cooler Outlet Temperature Drift (High Box): Engine Charge Air Cooler 1 Outlet Temperature Data Drifted Low; Turbo Charger Outlet Temperature less than threshold
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2630,31,Charge Air Cooler Outlet Temperature Sensor General Temperature Plausibility Error: Engine Charge Air Cooler 1 Outlet Temperature Condition Exists; Temperature Sensor Plausibility Error Charge Air Cooler Outlet
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2631,1,"Low Air Flow: Engine Charge Air Cooler Outlet Pressure Data Valid But Below Normal Operational Range - Most Severe Level; slight leak in the charge air system, that cause increased smoke emissions"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2631,2,"Turbo Charger / Super Charger Boost System Performance: Engine Charge Air Cooler Outlet Pressure Data Erratic, Intermittent Or Incorrect; set when the pressure error deviates too far from zero in regulated firing mode."
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2631,3,"Charge Air Cooler Outlet Pressure Circuit Failed High: Engine Charge Air Cooler Outlet Pressure Voltage Above Normal, Or Shorted To High Source; Intercooler Pressure Circuit Failed High"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2631,4,"Charge Air Cooler Outlet Pressure Circuit Failed Low: Engine Charge Air Cooler Outlet Pressure Voltage Below Normal, Or Shorted To Low Source; Intercooler Pressure Circuit Failed Low"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2631,14,"Charge Air Control, Pressure Not Plausible in Brake Mode: Engine Charge Air Cooler Outlet Pressure Special Instructions; tbd"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2646,3,Digital Output 4/02 Circuit shorted to Ubat
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2646,4,Digital Output 4/02 Circuit shorted to GND
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2646,5,"Digital Output 4/02 Open Circuit (broken wire, terminal floating)"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2659,0,EGR Flow Target Error Diagnostic - High Flow: Engine Exhaust Gas Recirculation 1 (EGR1) Mass Flow Rate Data Valid But Above Normal Operational Range - Most Severe Level; EGR Flow target Error Diagnostic - High Flow
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2659,8,EGR Valve Actuator Slow Response: Engine Exhaust Gas Recirculation 1 (EGR1) Mass Flow Rate Abnormal Rate Of Change; EGR valve position deviation too high
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2659,18,EGR Flow Target Error Diagnostic - Low Flow: Engine Exhaust Gas Recirculation 1 (EGR1) Mass Flow Rate Data Valid But Below Normal Operating Range - Moderately Severe Level; EGR Flow target Error Diagnostic - Low Flow
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2791,0,EGR Valve Actuator
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2791,2,"Smart Remote Actuator 3 (EGR), Position Deviation Error: Engine Exhaust Gas Recirculation 1 (EGR1) Valve Control Data Erratic, Intermittent Or Incorrect; tbd (Uebachs)"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2791,3,"EGR Valve Circuit Failed High: Engine Exhaust Gas Recirculation 1 (EGR1) Valve Control Voltage Above Normal, Or Shorted To High Source; Short Cut to Battery"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2791,4,"EGR Valve Circuit Failed Low: Engine Exhaust Gas Recirculation 1 (EGR1) Valve Control Voltage Below Normal, Or Shorted To Low Source; Short Cut to Ground"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2791,5,EGR Valve Circuit Failed Open: Engine Exhaust Gas Recirculation 1 (EGR1) Valve Control Current Below Normal Or Open Circuit; Open Load
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2791,7,"Smart Remote Actuator 3 (EGR), Failsafe Mode, Motor Off: Engine Exhaust Gas Recirculation 1 (EGR1) Valve Control Mechanical System Not Responding Or Out Of Adjustment; tbd (Uebachs)"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2791,9,"Smart Remote Actuator 3 (EGR), No Communication: Engine Exhaust Gas Recirculation 1 (EGR1) Valve Control Abnormal Update Rate; tbd (Uebachs)"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2791,11,"Smart Remote Actuator 3 (EGR), Common Failure: Engine Exhaust Gas Recirculation 1 (EGR1) Valve Control Root Cause Not Known; tbd (Uebachs)"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2791,12,"Smart Remote Actuator 3 (EGR), Valve frozen: Engine Exhaust Gas Recirculation 1 (EGR1) Valve Control Bad Intelligent Device Or Component; tbd (Uebachs)"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2791,13,"Smart Remote Actuator 3 (EGR), Calibration Error: Engine Exhaust Gas Recirculation 1 (EGR1) Valve Control Out Of Calibration (2); tbd (Uebachs)"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2791,14,"Smart Remote Actuator 3 (EGR), Wrong Failsafe Calibration: Engine Exhaust Gas Recirculation 1 (EGR1) Valve Control Special Instructions; tbd (Uebachs)"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2791,16,"Smart Remote Actuator 3 (EGR), Learn Cycle too Large: Engine Exhaust Gas Recirculation 1 (EGR1) Valve Control Data Valid But Above Normal Operating Range - Moderately Severe Level; tbd (Uebachs)"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2791,18,"Smart Remote Actuator 3 (EGR), Learn Span too Small: Engine Exhaust Gas Recirculation 1 (EGR1) Valve Control Data Valid But Below Normal Operating Range - Moderately Severe Level; tbd (Uebachs)"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2791,19,"Smart Remote Actuator 3 (EGR), Position Error: Engine Exhaust Gas Recirculation 1 (EGR1) Valve Control Received Network Data In Error; position failure on sra3"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2791,31,"Smart Remote Actuator 3 (EGR), Position Deviation Error 2: Engine Exhaust Gas Recirculation 1 (EGR1) Valve Control Condition Exists; tbd (Uebachs)"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2797,3,"Injector Needle Control Valve Cylinder #1, #2, #3, Shorted to Battery: Engine Injector Group 1 Voltage Above Normal, Or Shorted To High Source; Short-circuit to battery"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2797,4,"Injector Needle Control Valve Cylinder #1, #2, #3, Shorted to Ground: Engine Injector Group 1 Voltage Below Normal, Or Shorted To Low Source; Short-circuit to ground"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2797,31,"ECU Internal Error (Injector Needle Control Valve Cylinder 1,2,3): Engine Injector Group 1 Condition Exists; diagnostics possibility for End Glitch Detection Resistors, when the resistors are broken"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2798,3,"Injector Needle Control Valve Cylinder #4, #5, #6, Shorted to Battery: Engine Injector Group 2 Voltage Above Normal, Or Shorted To High Source; Short-circuit to battery"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,2798,4,"Injector Needle Control Valve Cylinder #4, #5, #6, Shorted to Ground: Engine Injector Group 2 Voltage Below Normal, Or Shorted To Low Source; Short-circuit to ground"
